b3wh-m425	Disposition Of Abuse Of Authority Allegations 2006	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
uy9r-u7if	Directory of Historical Occurrence of Extreme Temperatures in New York City	 oem emergency management services extreme temperature historical
8kiv-2ukd	Directory Of Unsheltered Street Homeless To General Population Ratio 2010	 dhs homeless ratio population
cyfw-hfqk	DOF: Condominium Comparable Rental Income – Staten Island – FY 2008/2009	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties staten island borough
wwjt-8agi	Taxi Compliments	 311 311 service requests 2010 2011 2012 service request status all service requests
hgug-j8e2	NYC Housing Complaints - FINAL	 311 311 service requests 2010 2011 service request status all service requests
j5rg-f6jz	Bronx DEP 311 Service Requests	 311 311 service requests 2010 2011 2012 service request status all service requests
wcaq-ppgf	dirty conditions	 311 311 service requests 2010 2011 2012 service request status all service requests
9zpy-tjz6	NYC Housing Complaints - FINAL i good	 311 311 service requests 2010 2011 service request status all service requests
dtag-zm5q	snow complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
pm4y-qqzt	Open Tree Down Complaints - Staten Island	 311 311 service requests 2010 2011 2012 service request status all service requests
tv64-9x69	Borough Boundaries (Water Areas Included)	 borough boundaries (water areas included) dcp geographic location map cartography borough boundary water
gx7x-82rk	2010 Census Tracts (water areas included)	 2010 census tracts (water areas included) dcp city planning census water areas
e2i8-yeu6	Brooklyn 2006	null
7cqi-bt79	Special Event Concession Fee Details	 dpr recreation park event permit fee healthy living
sibt-hnvk	NYS Math Test Results By Grade 2006-2011 - School Level - By English Proficiency Status	 lifelong learning
ugc2-6t2g	DOF: Summary of Neighborhood Sales Citywide for Class 1-, 2- and 3-Family homes - 2008	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough citywide
ytvg-f4ef	.	 department of citywide administrative services energy efficiency projects dcas sustainability planyc retrofit efficient emission ghg
ijdy-3ndt	2006Query	 311 311 service requests 2006 all service requests
jdmi-whyn	CCRB: Assignment Of Officers Against Whom Allegations Were Substantiated - Detective Bureau 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
w83z-2kf9	Inclusionary Housing Designated Areas	 inclusionary housing designated areas dcp city planning
azyf-k3d6	Lead Based Paint Dwelling Statistics	 dcp city planning lead base paint statistics
i7ab-sad6	Sign Application Filings	 dob signs clean web
9hyh-zkx9	ACS Community Partners	 acs community partners administration for children's services (acs) preventitive children service partner
39pe-uzy3	Directory Of NYCHA NORC Program Core Services	 dcp city planning senior norc nycha service
w9ak-3cbm	Job Application Filings	 dob job clean web
sci4-yqgk	Daily Report Of Single Adult And Family Intake	 dhs homeless family adult intake daily report
6fw9-kvcg	Permit Issuance	 dob permit clean web
idea-gckg	Site 2	 geographic location map cartography property building perimeter
qcdj-39db	manhattanview	 geographic location map cartography property building perimeter
jkqg-z6kp	Bronx_311_DSNY_Missed_Collection	 311 311 service requests 2010 2011 2012 service request status all service requests
27w4-q2rz	Bronx Hurricane Sandy Damaged Trees	 311 311 service requests 2010 2011 2012 service request status all service requests
kk2z-ktw3	trim1	 property finance lease agency city-owned private consumer affairs dcas administrative services ipis (integrated property information system) ipis
mh97-dfdk	tree search	 park parks nature recreation tree census arbor geographic manhattan
dtfq-bfpc	NYS Math Test Results By Grade 2006-2011 - Boro - By Gender	 lifelong learning
qx5g-rc4c	New York City Population and Households in the 100-Year Flood Plain	 oem emergency management services flood household population
b5i3-d9ec	westharlemcpo	 new york city council discretionary funding (2009-2013) finance data contribution council
7vpq-4bh4	Municipal Court Districts	 municipal court districts dcp city planning judicial judge law
mwxp-krtu	Staten Island Ferry Schedule (GTFS)	 staten island ferry ferry ferries dot transportation schedule gtfs
3tz3-gyhq	Manhattan Noise 2007 - Addenum - Street & Car	 311 311 service requests 2007 all service requests
badq-myx3	Graffiti	 sanitation scout graffiti complaint request public
uiz5-pwzg	CCRB: Assignment of Officers against Whom Allegations Were Substantiated - Patrol Borough Brooklyn North 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
b3qc-c6fh	Directory Of Lead Agencies And Housing Programs	 dcp city planning lead base paint contact housing programs
4czu-pn25	2009_rollup	 311 311 service requests 2006 all service requests
3pmt-fkk6	Complaints Received	 complaints clean web
gzdv-qiga	Completed Percent for Art projects with artist information	 dcla cultural culture program fund funding project art percent percent for art artist cultural affairs
sjpy-4cc9	DOF: Cooperative Comparable Rental Income – Queens – FY 2011/2012	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough queens
m6nh-ye6v	Intake within and outside CCRB Jurisdiction	 ccrb jurisdiction complaints referrals
wuqd-9nwq	Directory Of Important DPR Employees By Borough	 dpr recreation park employee healthy living
nsu8-kyp7	CEPS Organization Information	 dop probation law borough contact address ceps program
46vt-ugs9	Where Incidents That Led To A Complaint Took Place By Precinct - Queens 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
wgwt-h7zx	hpd oct	 311 311 service requests 2010 2011 service request status all service requests
6i23-tfdi	Map	 311 311 service requests 2010 2011 service request status all service requests
bbnh-jihh	parks: 127 west 25th street	 park parks nature recreation location map cartography geographic
rsm2-sjap	Bronx 311 Consumer Complaints 2010 - present	 311 311 service requests 2010 2011 2012 service request status all service requests
8b5d-2udh	Rodent complaints - CHN	 311 311 service requests 2010 2011 2012 service request status all service requests
v55h-rny8	Possibly alcohol-related 1	 311 311 service requests 2010 2011 2012 service request status all service requests
vspn-8tzq	Office Of Adult And Continuing Education Location Directory	 office of adult and continuing education location directory jobs and economic mobility
m59i-mqex	DOF: Condominium Comparable Rental Income – Queens – FY 2008/2009	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties queens borough
ns22-2dcm	Police Department Disciplinary Penalties	 ccrb police penalties department terminated
yid9-y2bb	Disposition Of Abuse Of Authority Allegations 2008	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
b9e9-2we4	English Language Arts (ELA) Test Results by Grade 2006-2011 - District - by Disability Status	 lifelong learning
rhtj-vttz	NYS Math Test Results By Grade 2006-2011 - Boro - By Disability Status	 lifelong learning
vyxt-abab	2009 Campaign Payment	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
ftxv-d5ix	The Stop, Question and Frisk Data	 nypd police department the stop question and frisk data
k2zs-b24z	Directory Of Future Construction Projects	 department of design and construction ddc future
jign-uhe6	Arches Organization  Information	 dop probation law borough address locations site organization arches
87y3-sqsx	English Language Arts (ELA) Test Results by Grade 2006-2011 - District - by English Proficiency Status	 lifelong learning
fgxn-wmju	Brooklyn	null
sesq-ej2z	HIS clinics	 health insurance insure enroll enrollment access site ochia
hxfa-k4hy	IndustyWaste2006	 311 311 service requests 2006 all service requests
aa3c-n969	Historical and Projected New York City Population by Boroughs	 oem emergency management services population
94cw-y5s2	CCRB: Race of Officers against Whom Allegations Were Substantiated 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
3nm4-g97k	Leaks And Their Costs	 dep department of environmental protection environment water water wastage leak leaks leakage drip drips cost costs leaks and their costs healthy living
upwt-zvh3	School Progress Report 2010-2011	 school progress report report card lifelong learning
udt3-taj7	Municipal Parking Facilities (Staten Island)	 clean web
yv2q-wxty	Number of Buildings Damaged from a Hurricane by Return Period	 oem emergency management services hurricane return period hazus-mh
vza7-n6vi	NYS Math Test Results By Grade 2006-2011 - District - By Disability Status	 lifelong learning
wg4u-ut4q	Heat_Oct29Nov28	 311 311 service requests 2010 2011 2012 service request status all service requests
5ntu-yexv	Miller Field	 park parks nature recreation location map cartography geographic
qc97-fh7u	test	 311 311 service requests 2010 2011 2012 service request status all service requests
atwc-trzq	rats	 311 311 service requests 2010 2011 2012 service request status all service requests
7vht-j7rj	1	 311 311 service requests 2010 2011 2012 service request status all service requests
4n2n-q9jm	311 Iportant Columns Address type	 311 311 service requests 2010 2011 2012 service request status all service requests
5t25-ents	Noise 10009	 311 311 service requests 2010 2011 2012 service request status all service requests
k53q-y2xe	Queens	null
kq8c-w9ag	CCRB: Assignment of Officers against Whom Allegations Were Substantiated - Patrol Borough Manhattan South 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
qd3c-zuu7	Congressional Districts	 geographic voting location map cartography district congress congressional boundary elect election congressional districts dcp
r4s5-tb2g	DOF: Cooperative Comparable Rental Income – Queens – FY 2010/2011	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough queens
3am8-ig2t	Bronx	null
pfsu-xrv9	Bronx 2006	null
b2sp-asbg	Community Health Centers	 jobs and economic mobility human resources administration hra community health
cete-9g3v	Directory Of DHS Contacts	 dhs contact phone department homeless
kcgr-4dqx	Disposition Of Abuse Of Authority Allegations 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
9tth-ctyd	Disposition Of Force Allegations 2005	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
bn89-icuy	Where Incidents That Led To A Complaint Took Place By Precinct - Brooklyn 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
w6dr-u9j8	DOHMS	 311 311 service requests 2009 all service requests
23rb-xz43	CCRB: Assignment of Officers against Whom Allegations Were Substantiated - Patrol Borough Manhattan North 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
mvhn-ypfv	Race of Victims with Substantiated Allegations	 ccrb victims substantiated race allegation
dg8y-hs3g	Totalbytype	 fire department fdny fd fires community board station fire station fire house emergency 911
99ez-fwvc	Distribution Of Abuse Of Authority Allegations 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
y6fv-k6p7	DCLA Programs Funding	 dcla cultural culture program fund funding project art percent percent for art artist cultural affairs
twcn-mjz3	BasicInfoFrom01012012	 311 311 service requests 2010 2011 2012 service request status all service requests
gwdv-krza	von king park	 park parks nature recreation location map cartography geographic healthy living
m5nm-vca4	All Heat complaints to 311	 311 311 service requests 2010 2011 2012 service request status all service requests
hghx-kzfw	311 NYPD Traffic Complaints (Chronic Speeding) - 2010-Present	 311 311 service requests 2010 2011 2012 service request status all service requests
8ne5-dgau	rob's	 311 311 service requests 2010 2011 2012 service request status all service requests
k6ty-wuai	Active_Drivers	 taxi taxicab tlc limousine taxi driver medallion taxi license driver
ejip-fk7d	z	 geographic location map cartography sidewalk doitt gis
xe3f-zpmz	Stalled Construction Sites	 dob stalled construction sites clean web
fcap-yvkh	greenpoint	 geographic location map cartography neighborhood historic scenic interest area of interest areas of interest dcp city planning neighborhood names gis
hg3w-hk5q	Staten Island 2006	null
kewa-q4dq	LAW Press Releases	 law justice legislation law journal law press releases lawyer
9i2s-e6hd	Ten Year Capital Strategy	 capital strategy expenses uniformed forces health and welfare
9sfa-4geq	DOF: Cooperative Comparable Rental Income – Staten Island – FY 2009/2010	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough staten island
djsb-jctj	cb5	 311 311 service requests 2008 all service requests
hfac-j85r	Directory of Senior News Services in NYCHA Journal	 dcp city planning senior norc nycha journal news article
j8uz-fizu	List Of Total Cases Filed At OATH	 oath office of administrative trials and hearings cases
x2zj-69gq	Office Disposition- Type Contact	 dop probation law borough contact address program
isn9-aw8z	Disposition Of Force Allegations 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
fbku-54z3	Justice Community Organization  Information	 dop probation law contact justice community
pwjz-6gdh	AfterOct25	 311 311 service requests 2010 2011 2012 service request status all service requests
nstm-kb7u	60 Month Converted to Safety Net (SN) recipients	 60 month converted to safety net (sn) recipients hra trend human resource
v78x-u4cx	2012	 311 311 service requests 2010 2011 2012 service request status all service requests
9fjr-vraj	311 DEP 2013	 311 311 service requests 2010 2011 2012 service request status all service requests
4gpg-m7x6	complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
xjur-zbxw	ODRA Home Care Trends	 odra home care trends hra
euz8-6mq5	DOHMH Rodent	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
vhur-6eb3	2011 Summer Ice Cream Truck Noise	 311 311 service requests 2010 2011 2012 service request status all service requests
2tkb-spt7	disorderly youth	 311 311 service requests 2010 2011 2012 service request status all service requests
hpmi-qsj8	311 Noise From 2012	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
x6ab-rx4w	Bushwick Bar/Club Sunday Noise Complaints (9/2-4/20)	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
dtxr-gm9m	Open Tree Down Complaints in Brooklyn	 311 311 service requests 2010 2011 2012 service request status all service requests
2egp-atym	Bronx 311 Industrial Waste Complaints 2010-current	 311 311 service requests 2010 2011 2012 service request status all service requests
4xdh-t84e	Complaint type	 311 311 service requests 2010 2011 2012 service request status all service requests
krq6-qj8z	311 DCA 2013	 311 311 service requests 2010 2011 2012 service request status all service requests
6kae-2x2s	2011 to 2012	 311 311 service requests 2010 2011 2012 service request status all service requests
h4i2-acfi	State Senate Districts	 state senate districts dcp geographic voting location map cartography state senate district boundary
xzy8-qqgf	Demographic Projection Report - Enrollment Projections - New York City Public Schools prepared by Statistical Forecasting	 school construction authority sca demographic projection statistical forecasting lifelong learning
w9du-8cu6	Hispanic Population By Selected Subgroups By Borough	 dcp city planning population growth race hispanic borough
evjd-dqpz	NYCHA Development Data Book	 nycha nyc housing developments programs statistics locations
7su9-xgtn	Recurring Resident Economic Empowerment and Sustainability Programs	 rees social services job training education ged financial counseling entrepreneurship
bwtt-u9b3	Directory of Heat and Wind Chill Products by National Weather Service for New York City	 oem emergency management services heat wind chill product nws
w449-f4d7	Directory Of DCP Offices	 dcp city planning office location
p244-w8ad	greenwich village	 geographic location map cartography neighborhood historic scenic interest area of interest areas of interest dcp city planning neighborhood names gis
pf5b-73bw	State Assembly Districts	 gis data: state assembly districts boundary boundaries dcp city planning politics
m5dr-i2r5	2004_rollup	 311 311 service requests 2004 all service requests
ngbi-cq85	Math Test Results 2006-2012 - Citywide - ELL	 math test result grade citywide ell lifelong learning
u6fv-5dqe	School Attendance Statistics	 school attendance par
vpb3-uf7s	Child health plus income levels	 jobs and economic mobility human resources administration hra children health plus
puyj-awji	god?	 geographic location map cartography transportation street center centerline road alley path
5r5y-pvs3	NYCHA Resident Data Book Summary	 nycha nyc housing demographics by borough statistics
4se9-mk53	LAW Divisions	 law justice legislation law divisions lawyer
9epv-y9qw	IndstWaste2004	 311 311 service requests 2004 all service requests
c3h9-w2th	New View	null
vqix-8bak	English Language Arts (ELA) Test Results 2006-2012 - District - Ethnicity	 english language arts ela test grade district lifelong learning
cr93-x2xf	iZone School List	 izone school list
q9mr-svqd	Directory Of Office Of Emergency Management News And Events	 oem emergency management services news events
huvf-qv23	Directory Of Disaster Preparedness Drills	 oem emergency management services drill exercise disaster preparedness
8tc2-u7gc	Directory of Wind Types	 oem emergency management services wind scale beaufort
qjjk-v8ci	Scores	null
4jsk-k6nt	Directory of Earthquake Magnitude in Richter Scale and Modified Mercalli Intensity (MMI)	 oem emergency management services earthquake damage richter scale mmi
piri-jns7	Quality Review 2005-2012	 quaility review score school lifelong learning
hfj5-6smf	NYC_Center_Line	 geographic location map cartography transportation street center centerline road alley path
3xum-ahi4	Cellular Antenna Filings	 cellular antenna clean web
vjjn-5smc	2013-2-3_noise	 311 311 service requests 2010 2011 service request status all service requests
bajq-qszr	HPDOCT29toNOv28	 311 311 service requests 2010 2011 2012 service request status all service requests
sb6q-a7u5	After Oct1	 311 311 service requests 2010 2011 2012 service request status all service requests
xphm-ebrs	2000 Census Blocks	 2000 census blocks dcp census geographic location map cartography boundary block survey poll 2000 census blocks & tracts gis: 2000 census blocks
hjpq-25qj	2013-2-3_adr-1	 park parks nature recreation tree census arbor geographic brooklyn
weg5-33pj	School Progress Report 2006-2007	 school progress report report card lifelong learning
9d9t-bmk7	Directory Of Job Centers	 hra human resources jobs economic mobility jobs and economic mobility
d3c6-rbv8	z2	 geographic location map cartography sidewalk doitt gis
fd6v-skgf	Scores	null
a4ju-5ts3	Electricity Consumption by Zip Code	 electricity energy environment planning power utilities
tfbb-gszk	Directory Of DOP Office Locations	 dop probation office location address
87qa-8iha	school report by zip	null
2n8q-stkt	Projected Public School Ratio	 school construction authority sca public school ratio lifelong learning
2rtd-7xur	Workforce1 Recruitment Events	 department of small business services sbs bid business district job recruitment
m5bs-emwy	Enrollment Capacity and Utilization Reports Regular HS	 school construction authority sca capacity utilization lifelong learning
yti5-bbws	Drought Regulation Penalty Schedule	 dep department of environmental protection environment drought penalty drought regulation penalty schedule healthy living
6cj9-rhp6	Directory of Historical Occurrence of Windstorms in New York City	 oem emergency management services windstorm historical
csbn-c5dm	021313	 energy power environment planning construction housing property
v2zy-ahmr	311 DOHMH 2013	 311 311 service requests 2010 2011 2012 service request status all service requests
qecw-89mn	ratsbronx	 311 311 service requests 2010 2011 2012 service request status all service requests
n2fr-mrwg	Universal	 311 311 service requests 2010 2011 2012 service request status all service requests
j88c-ijqa	1200 Dean Street Block - 311 complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
jhix-zeki	3603 thrid ave bx	 311 311 service requests 2010 2011 2012 service request status all service requests
in25-zb8a	Bar Noise at 26-10 Hoyt Ave South	 311 311 service requests 2010 2011 2012 service request status all service requests
j4ta-2pkm	Noies Complaints	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
u44q-i288	DOT_Queens_2012	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
v9xd-tt3e	2010 Census Blocks (water areas included)	 2010 census blocks (water areas included) dcp city planning census water areas
vg6v-snqt	w 19 trees	 park parks nature recreation tree census arbor geographic manhattan
2ei9-vg68	NYCHA Application Priority Codes	 nycha nyc housing public housing application subsidized housing
s7vy-wmm7	List Of Cases Filed By Type At OATH	 oath office of administrative trials and hearings cases
e266-vpg7	Directory Of New York City Police Pension Fund Financial Reports	 nycppf police pension fund annual report
h7mf-hrsw	NYC School meals income levels	 hra human resources administration jobs and economic mobility nyc school meals income levels
tc6u-8rnp	Directory of Food Stamp Centers	 hra human resources food stamps jobs economic mobility jobs and economic mobility
t9tf-aegg	Controllable Agency Expenses Financial Plan	 controllable expenses uniformed forces health and welfare elected officals
4n2j-ut8i	School Progress Report 2009-2010	 school progress report report card lifelong learning
d84z-5kap	LAW Published Columns	 law justice legislation law journal law articles law columns lawyer
k6mk-29bf	Manhattan Noise 2004 Test - Addenum 2 - Vehicles	 311 311 service requests 2004 all service requests
7iqz-npua	NYCHA Citywide Special Events	 nycha nyc housing events for residents childrens events senior events community events
ubv8-6n5w	Graduation Outcomes - Citywide - Classes of 2005-2011 - Total Cohort	 graduation outcome school citywide total cohort lifelong learning
yayv-apxh	School Progress Report 2007-2008	 school progress report report card lifelong learning
khqi-x3p3	Graduation Outcomes - School Level - Classes of 2005-2011 - Gender	 graduation outcome school gender lifelong learning
thxi-frp3	English Language Arts (ELA) Test Results 2006-2012 - School - ELL	 english language arts ela test grade school lifelong learning
f2db-gjjd	god?	 geographic location map cartography transportation street center centerline road alley path
phcs-2c53	Long Island City	 geographic location map cartography transportation street center centerline road alley path
jphp-xt7k	Math Test Results 2006-2012 - Borough - All Students	 math test result grade borough lifelong learning
kqgr-7hyg	Bronx Laundromats	 laundry license laundromat clothing washing cleaning clothes consumer affairs dca
7a93-7ewr	grace	 laundry license laundromat clothing washing cleaning clothes consumer affairs dca
6vky-tf7k	hello	 geographic location map cartography property building perimeter
t7wh-j3je	From 2011 to 2012	 311 311 service requests 2010 2011 2012 service request status all service requests
x56s-ixia	aesha	 311 311 service requests 2010 2011 2012 service request status all service requests
rc7n-ic46	AGENCY_COMP	 311 311 service requests 2010 2011 2012 service request status all service requests
56wc-8rrk	Bronx Ice Cream Truck Noise Complaints 01/01/13 - 05/22/13	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
6bpb-g2bn	nearby parks	 park parks nature recreation location map cartography geographic healthy living
9st8-reky	Manhattan parks	 park parks nature recreation location map cartography geographic healthy living
thqd-deec	ODRA Total Pann	 odra total pann hra human resources pann 1955
5c4s-jwtq	ODRA SNAP Trends	 odra snap trends
8v8h-tpfg	Alison Lazaro	 311 311 service requests 2010 2011 2012 service request status all service requests
56bx-u7iw	HRA Facts	 hra facts hra odra human resources
9ht6-44eh	Cash Assistance Heads of Household	 cash assistance head's of household hra
iacs-iyxt	37-54 81	 311 311 service requests 2010 2011 2012 service request status all service requests
usap-qc7e	Math Test Results 2006-2012 - District - Ethnicity	 math test result grade district ethnicity lifelong learning
yuzm-c784	English Language Arts (ELA) Test Results 2006-2012 - School - Gender	 english language arts ela test grade school lifelong learning
43qc-8vv8	Math Test Results 2006-2012 - Charter Schools	 math test result grade charter school lifelong learning
8n8g-m3vw	List Of Translation Services Provided At OATH	 oath office of administrative trials and hearings cases translation language
27r8-dii2	Workforce 1 Resume And Job Interview Assistance Locations	 workforce 1 resume and job interview assistance locations sbs small business services jobs and economic mobility
sivh-arnu	tower verre - subway	 location map cartography basemap transit transportation train subway travel entrance station
j7q8-wuae	2006	null
ybx6-hz63	Scores	null
3bkj-34v2	LCGMS - DOE School Information Report	 lcgms school information location code doe
xggi-kgx9	Directory of Family Justice Centers	 ocdv combat domestic violence jobs economic mobility family justice jobs and economic mobility
fzk8-3ynb	Medical Assistance Program Medicaid Offices	 jobs and economic mobility human resources administration hra medicaid assistance
m6yw-2k8k	Non- Controllable Agency Expenses Financial Plan	 controllable expenses uniformed forces health and welfare elected officals
ttwv-39st	2004Query	 311 311 service requests 2004 all service requests
cume-ppfg	Roosevelt Island Landmark	 geographic location map cartography historic landmark preservation preserve conservation conserve interior scenic building district
j7gw-gcxi	Directory Of Awarded Construction Contracts	 department of design and construction ddc firm
44yz-sz5t	Daytime Warming Shelters	 dot daytime warming shelters transportation clean web
72db-huua	English Language Arts (ELA) Test Results 2006-2012 - Citywide - ELL	 english language arts ela test grade citywide lifelong learning
cma4-zi8m	Graduation Outcomes - School Level - Classes of 2005-2011 - Total Cohort	 graduation outcome school total cohort lifelong learning
9gmp-f9x2	Demographic Projection Report - Enrollment Projections - New York City Public Schools prepared by the Grier Partnership Part C	 school construction authority sca demographic projection part c lifelong learning
y56i-tdez	Directory Of Modified Mercalli Intensity ( MMI) And Corresponding Damage	 oem emergency management services earthquake damage richter scale mmi
tfqe-agye	Directory of Critical Assets Located within Category 4 SLOSH Zones	 oem emergency management services hurricane critical asset slosh zone
g7ir-4pf8	LAW Speeches	 law justice legislation law journal law speeches lawyer
a9yv-r6p4	Communities potentially eligible for Community Wastewater Management Program funds	 dep department of environmental protection environment wastewater wastewater management community wastewater management program funds communities potentially eligible for community wastewater management program funds healthy living
k82s-433u	location zip	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
spg8-iz9h	1133 AOA Neighborhood Map	 geographic location map cartography property building perimeter
q5vx-2yhj	Manhattan - 2012	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
788n-arkg	Heating_Oct012011thouMay312012	 311 311 service requests 2010 2011 2012 service request status all service requests
btdz-4smy	DOHMH & DCA Fine-related Data	 311 311 service requests 2010 2011 2012 service request status all service requests
ykyc-6tfd	NYC View	 park parks nature recreation location map cartography geographic
qj9s-yv6v	ODRA MA Trend	 odra ma trend hra
rrip-7e6y	311 DOT 2013	 311 311 service requests 2010 2011 2012 service request status all service requests
qs5h-jhhg	Graduation Outcomes - Borough - Classes of 2005-2011 - ELL	 graduation outcome school borough ell lifelong learning
vve2-26rs	Math Test Results 2006-2012 - Citywide - Ethnicity	 math test result grade citywide ethnicity lifelong learning
s5q4-7ezf	English Language Arts (ELA) Test Results 2006-2012 - Borough - Ethnicity	 english language arts ela test grade borough ethnicity lifelong learning
9thp-mkar	Fujita and Enhanced Fujita Scale for measuring Hurricane Intensity	 oem emergency management services windstorm fujita scale
f46j-m4iq	Directory Of DOP Family & Adult Court Contact Information	 dop probation family adult court contact information
ftn7-euqp	financial centers	 empowerment finance financial empowerment empowerment center consumer financial
tn5h-i3e8	English Language Arts (ELA) Test Results 2006-2012 - School - Ethnicity	 english language arts ela test grade school lifelong learning
di8r-g5w9	Graduation Outcomes - Borough - Classes of 2005-2011 - Total Cohort	 graduation outcome school borough total cohort lifelong learning
tbf6-u8ea	HRA Domestic Violence Partners	 hra domestic violence partners jobs and economic mobility
89di-hi4s	English Language Arts (ELA) Test Results 2006-2012 - Citywide - All Students	 english language arts ela test grade citywide lifelong learning
22b5-sytd	Directory of Hospitals with Domestic Violence Coordinators	 ocdv combat domestic violence jobs economic mobility hospital jobs and economic mobility
s2zm-f47y	Prenatal care services (monthly income levels)	 jobs and economic mobility human resources administration hra prenatal
ibs4-k445	Medicaid Offices	 jobs and economic mobility human resources administration hra borough medicaid offices
4se9-u6dw	Medicaid coverage for children and pregnant women (Income levels)	 jobs and economic mobility human resources administration hra pregnant woman income
i447-i5u3	Directory Of New York City Police Pension Fund Contact Numbers	 nycppf police pension fund contact
q2xm-g4r8	Long Island City Detail	 geographic location map cartography transportation street center centerline road alley path
pcnj-jhas	311 Service Requests for 2009 New York Data	 311 311 service requests 2009 all service requests
9mid-28fs	Directory of Historical Occurrence of Earthquakes in New York City	 oem emergency management services earthquake damage richter scale historical
5xkc-kkch	Dobbs Ferry, NY, siteplan	 doitt gis geographic location map cartography business green market grocer food sale sell
2eq2-trdu	Directory Of Competitive Bid	 department of design and construction ddc competitive bids
6jad-5sav	Graduation Outcomes - School Level - Classes of 2005-2011 - Ethnicity	 graduation outcome school ethnicity lifelong learning
rq2f-42ua	English Language Arts (ELA) Test Results 2006-2012 - District - SWD	 english language arts ela test grade district lifelong learning
wrhz-w8mn	English Language Arts (ELA) Test Results 2006-2012 - School - All Students	 english language arts ela test grade school lifelong learning
9ct9-prf9	AP Results	 ap result nyc lifelong learning
y8bm-tzs3	Math Test Results 2006-2012 - School - ELL	 math test result grade school ell lifelong learning
s9xf-ztqu	Graduation Outcomes - School Level - Classes 2010-2011 - Regents-based Math/ELA APM - ELL	 graduation outcome school apm ell lifelong learning
au8d-zrbe	ztp NYC	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
i5mn-3h3s	Zip Order NYC	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
bypq-8qjs	360 Park Avenue South	 geographic location map cartography property building perimeter
cg3x-fbax	short list	 energy power environment planning construction housing property
hb7y-b986	ODRA Citywide	 odra citywide hra human resources odra
vsci-r3b5	open complaints for 1 year	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
vrht-62q8	198-39	 311 311 service requests 2010 2011 service request status all service requests
6ayi-u3p7	Cash Assistance Heads Of Household By Engagement (16-24 years old)	 cash assistance head's of household by engagement (16-24years old)
yab5-5b4z	Census Bureau View	null
b2i6-r2tc	NoiseTomSLast30Days	 311 311 service requests 2010 2011 2012 service request status all service requests clean web
uge7-t6rj	testview1	 311 311 service requests 2010 2011 2012 service request status all service requests
wd2z-36v6	Pre-processed Values	 311 311 service requests 2010 2011 service request status all service requests
6rs3-kg3k	Animals	 311 311 service requests 2010 2011 2012 service request status all service requests
m2t3-npra	311 Summer 2012, 10019	 311 311 service requests 2010 2011 2012 service request status all service requests
