7vpq-4bh4 Municipal Court Districts No_Record  Government GIS data: Boundaries of Municipal Court Districts municipal court districts dcp city planning judicial judge law
rb57-v5kw Kings No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
tqmj-j8zm Borough Boundaries No_Record  Government GIS data: Boundaries of Boroughs (water areas excluded) borough boundaries data water areas dcp
rwz8-g5zv Street light No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
kz8x-84sd MW No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
xphm-ebrs 2000 Census Blocks No_Record  Government GIS data: Boundaries of 2000 Census Blocks 2000 census blocks dcp census geographic location map cartography boundary block survey poll 2000 census blocks & tracts gis: 2000 census blocks
4xdh-t84e Complaint type No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
h4i2-acfi State Senate Districts No_Record  Government GIS data: Boundaries of State Senate Districts state senate districts dcp geographic voting location map cartography state senate district boundary
7a93-7ewr grace No_Record  Business and Economic A list of laundry facilities that have a current DCA license as of the run date. laundry license laundromat clothing washing cleaning clothes consumer affairs dca
qd3c-zuu7 Congressional Districts No_Record  Government GIS data: Boundaries of Congressional Districts geographic voting location map cartography district congress congressional boundary elect election congressional districts dcp
v9xd-tt3e 2010 Census Blocks (water areas included) No_Record  Government GIS data: Boundaries of 2010 Census Blocks (water areas included) 2010 census blocks (water areas included) dcp city planning census water areas
gx7x-82rk 2010 Census Tracts (water areas included) No_Record  Government GIS data: Boundaries of 2010 Census Tracts (water areas included) 2010 census tracts (water areas included) dcp city planning census water areas
ysjj-vb9j 2000 Census Tracts No_Record  Government GIS data: Boundaries of 2000 Census Tracts 2000 census tracts dcp census geographic location map cartography boundary tract survey poll
dpf3-yc2x 2000 Census Tracts (water areas included) No_Record  Government GIS data: Boundaries of 2000 Census Tracts (water areas included) 2000 census tracts (water areas included) dcp census geographic location map cartography boundary block survey poll water water area
atwc-trzq rats No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
ftn7-euqp financial centers No_Record  Business and Economic This is a list of the Department of Consumer Affairs' Financial Empowerment Centers. It includes the name, address, phone number and hours of the center. empowerment finance financial empowerment empowerment center consumer financial
mran-v46w Sidewalk Café Regulations GIS: Geodatabase No_Record  Government This feature class is a spatial representation of the Sidewalk Cafe regulations in the New York City Zoning Resolution, Chapter 1, Article 4. sidewalk café regulations gis: geodatabase department of city planning (dcp) restaurant cafe gdb
hkpx-aaxc Fire Divisions No_Record  Public Safety GIS data: Boundaries of Fire Divisions fire divisions dcp geographic location map cartography safety fire flame boundary fireman firemen division
iiv7-jaj9 Fire Companies No_Record  Public Safety GIS data: Boundaries of Fire Companies fire companies dcp geographic location map cartography safety fire flame boundary fireman
t3n9-gh9p eunhye lee No_Record  Facilities and Structures Polygon representing the perimeter outline of the buildings. geographic location map cartography property building perimeter
6cne-um3h 2000 Census Blocks (water areas included) No_Record  Government GIS data: Boundaries of 2000 Census Blocks (water areas included) 2000 census blocks (water areas included) dcp census geographic location map cartography boundary block survey poll water water area
pq3z-nfeq CB 2 Manhattan reports No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
aqzx-rdua 10306 No_Record  Environmental Sustainability 2010 electricity consumption in kWh and GJ, by ZIP code, building type, and utility company. electricity energy environment planning power utilities
cwr9-upi8 DOB No_Record  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
6pkz-x7tn 10306 No_Record  Environmental Sustainability 2010 electricity consumption in kWh and GJ, by ZIP code, building type, and utility company. electricity energy environment planning power utilities
etv2-j3tw 10306 No_Record  Environmental Sustainability 2010 electricity consumption in kWh and GJ, by ZIP code, building type, and utility company. electricity energy environment planning power utilities
